display_name,electrode_order,electrode_name,x,y,z,source_url
braindecode/labram-pretrained,43,C4,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,44,C6,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,45,T8,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,46,T10,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,47,TP9,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,48,TP7,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,49,CP5,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,50,CP3,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,51,CP1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,52,CPZ,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,53,CP2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,54,CP4,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,55,CP6,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,56,TP8,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,57,TP10,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,58,P9,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,59,P7,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,60,P5,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,61,P3,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,62,P1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,63,PZ,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,64,P2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,65,P4,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,66,P6,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,67,P8,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,68,P10,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,69,PO9,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,70,PO7,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,71,PO5,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,72,PO3,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,73,PO1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,74,POZ,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,75,PO2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,76,PO4,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,77,PO6,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,78,PO8,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,79,PO10,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,80,O1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,81,OZ,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,82,O2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,83,O9,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,84,CB1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,85,CB2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,86,IZ,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,87,O10,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,88,T3,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,89,T5,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,90,T4,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,91,T6,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,92,M1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,93,M2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,94,A1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,95,A2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,96,CFC1,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,97,CFC2,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
braindecode/labram-pretrained,98,CFC3,,,,https://huggingface.co/braindecode/labram-pretrained/resolve/0563b6c626e7b40d9a36653b763715db94d945d7/config.json
